23261	40.6438845363	-73.7828063965
16907	40.74137425	-73.9881052167
12973	40.741388197	-73.9894545078
341255	40.7249103345	-73.9946207517
260957	40.729768314	-73.9985353275
1933724	40.7285271242	-73.9968681335
105068	40.7417466987	-73.993421425
34817	40.7341933833	-74.0041635333
27836	40.7425115937	-74.0060305595
15079	40.7423961659	-74.0075433254
22806	40.7358847426	-74.0049684048
1365909	40.7275253534	-73.9853990078
11844	40.7568799674	-73.9862251282
11742	40.7074172208	-74.0113627911
19822	40.7071727167	-74.0105454333
15169	40.7070708167	-74.0119528667
11794	40.705823135	-73.9966964722
1567837	40.7693780407	-73.9630830288
35513	40.7808054632	-73.9764726162
87914	40.7317243329	-74.0033376217
16397	40.7308686424	-73.9975655079
17710	40.7422010764	-73.9879953861
60450	40.7458101407	-73.9882206917
12313	40.7484436586	-73.9857316017
34484	40.7515076167	-73.9755
458146	40.761176868	-73.9868709323
490887	40.7637712634	-73.9777493477
906408	40.7563951	-73.98525065
84240	40.7568352692	-73.985055685
17417	40.645919692	-73.7779355049
164424	40.73850238	-74.00378865
24785	40.7319546167	-73.9838675167
1545684	40.758804975	-73.985171702
78751	40.7595343138	-73.9854497778
11848	40.7592880667	-73.9851307833
327028	40.75925219	-73.98482728
285517	40.7592529943	-73.9856243134
11835	40.7532308669	-73.982180357
48524	40.7563923486	-73.9860105515
114822	40.7457360833	-73.9723638333
54888	40.7556527867	-73.9857530594
323968	40.75408691	-73.98391765
1433726	40.754401251	-73.984031604
11834	40.7538160368	-73.983618021
1471386	40.751971675	-73.977535226
13022	40.7527919861	-73.9772558212
832965	40.7516947714	-73.9766013622
461139	40.74967622	-73.97509026
156025	40.7491101497	-73.975507021
527937	40.74882441	-73.9758597
786595	40.7496542215	-73.9767415714
956514	40.75004855	-73.9760338667
422508	40.7392199	-74.00933688
39670	40.7481536865	-74.0077590942
1171692	40.7493864977	-74.0075325966
891124	40.7607320299	-73.9963746071
25323	40.7527147753	-73.9936387539
27278	40.7560916486	-73.9902591705
501390	40.7606053102	-73.9898298414
328270	40.75855487	-73.98525011
11875	40.750613794	-73.993434906
1441166	40.74993789	-73.99542582
104462	40.7284996	-73.9485223833
697094	40.7269073583	-73.9916229151
122085	40.7126083926	-73.9568261871
52393	40.7147426115	-73.943490833
321012	40.72419245	-73.9507600833
35846	40.7142815709	-73.9632908085
336941	40.71816962	-73.94737428
70243	40.7657915879	-73.9872660412
47918	40.7365143833	-73.9868755833
147726	40.7142296167	-73.9554185833
259466	40.72121385	-73.9406308333
220064	40.7146195949	-73.9441792896
307870	40.7206354031	-73.9843063423
65864	40.6756762829	-74.0004730771
42524	40.7104890667	-73.9654097833
54061	40.6864054215	-73.9851879612
58496	40.7405398781	-74.0057506218
239785	40.740534663	-74.005998373
12871	40.7133621734	-73.951420784
335166	40.7223179167	-73.9833465167
195026	40.73568255	-74.0018915
112800	40.7299580618	-73.9995610714
52245	40.7254941667	-73.9848992167
157926	40.7197294341	-73.9580512047
148006	40.7458263973	-73.9882743359
12947	40.7141997917	-73.956130743
502435	40.75889581	-73.98111581
12525	40.7613333866	-73.9775025845
873393	40.7588019632	-73.9780658484
71798	40.7195870107	-73.9868685297
737000	40.7634210141	-73.9867480977
93056	40.7630967931	-73.9811182022
24963	40.6912468675	-74.1795158386
70798	40.7317873406	-73.9890950918
340684	40.7558762816	-73.9823949337
2061845	40.7480295838	-74.0071158496
28593	40.7258684255	-73.983424902
112016	40.7277736384	-73.985715066
259789	40.76773025	-73.8994259833
13240	40.6882631667	-73.9788436833
721470	40.7259011857	-73.9847670972
12579	40.7235104693	-73.9884352684
1008773	40.7633263858	-73.9777377088
739981	40.7331512078	-74.0058752721
161677	40.7334206534	-74.0044514831
172672	40.7304645196	-74.0021956229
507924	40.7600881033	-73.973275284
12821	40.7657052487	-73.9472579956
12506	40.7589340167	-73.9684581667
124493	40.7667465495	-73.9537504797
1140908	40.7302167089	-74.0008718677
276014	40.7233783184	-73.9896653435
2062169	40.748165393	-74.007330699
731109	40.6654865824	-73.9716982841
1240642	40.8785994085	-73.9206182957
1365206	40.7515322195	-73.9939820766
106840	40.735844095	-73.9903879166
1147519	40.75994089	-73.99269268
12505	40.7745781069	-73.8720059395
1245384	40.76211023	-73.96595001
893348	40.7700679846	-73.9655471674
62464	40.76978445	-73.9648129333
1157179	40.7613333866	-73.9504659176
207035	40.7332810262	-73.9997256792
210577	40.7220387371	-74.0042281151
506344	40.7653314576	-73.9518284798
294127	40.7431114894	-74.0057301521
306161	40.7603606667	-73.9869341333
543765	40.7215941717	-73.9887228773
22418	40.7588992833	-73.9536705167
231817	40.7754566167	-73.9800858333
398859	40.7717831219	-73.9836609364
463647	40.72532659	-74.0017755
215957	40.7180062822	-73.9897007162
102764	40.7211888643	-73.994469807
556746	40.7597686	-73.94139925
83043	40.7464809327	-73.9825093343
325992	40.74737828	-73.98871755
933174	40.74752151	-73.98821431
72948	40.7327569615	-73.9858830793
655680	40.7809180092	-73.9810265391
12819	40.7504689667	-73.9987564
28125	40.7458426539	-73.9882743359
83203	40.7230030099	-73.9890840986
38062	40.75732825	-73.9822051333
99492	40.75862665	-73.9869783333
13116	40.7409248514	-74.0080475807
880812	40.76313769	-73.98286521
160882	40.7585703514	-73.9858174324
627369	40.72343965	-73.9886553
377920	40.7593251569	-73.9924048223
1093863	40.72657495	-73.98924124
13076	40.7377301171	-73.9865899086
898205	40.737933349	-73.9859247208
95281	40.7444201864	-73.9872121811
785336	40.7445908841	-73.9894008636
830720	40.7457202429	-73.9884921714
149897	40.7642440796	-73.9789733887
689248	40.7152481079	-73.9840545654
105168	40.7642803605	-73.9791989921
133502	40.76922509	-73.9929787788
538600	40.72699451	-73.98449742
1035207	40.7243507167	-73.9928707667
29067	40.7243054667	-73.9931995667
458830	40.7293401607	-73.9917290211
442514	40.7581329353	-73.9937057504
12535	40.7638606505	-73.9729321003
1015957	40.76428747	-73.97335731
861197	40.7638931549	-73.9730715752
12994	40.764266954	-73.9739835262
812520	40.7623617	-73.97427737
898057	40.74748903	-73.98817884
22479	40.7236061333	-73.9882734833
787624	40.734413284	-73.9889395237
61631	40.7578005245	-73.984544039
135998	40.7610774043	-73.985093236
112019	40.7633812091	-73.9843797684
157396	40.7627961234	-73.9821052551
124488	40.7621947799	-73.9846372604
83487	40.7643319624	-73.9835321903
365878	40.7612521225	-73.9780497551
607066	40.7614016888	-73.9775743645
765769	40.7616683239	-73.9772640938
765945	40.7612683753	-73.9769017696
12993	40.7612729	-73.9740371667
512753	40.7634401237	-73.9704054594
13211	40.7456946333	-74.0063953333
482501	40.745225223	-74.0057344027
365404	40.7557421847	-73.9675462246
63622	40.7561085716	-73.9807347223
358270	40.7236269167	-73.95158005
475790	40.6807890407	-73.9675174474
167064	40.67996615	-73.9676370667
55633	40.6857370789	-73.9725811436
12828	40.6868362333	-73.9778137167
196211	40.7299255408	-73.9808499813
75713	40.7622764333	-73.9783159667
15992	40.7634218398	-73.9738762379
29005	40.7585113667	-73.9790817
717555	40.7522666	-74.0026763833
717083	40.7651127	-73.9704382333
12571	40.7593667674	-73.9529442787
23792	40.7648317119	-73.9469254017
389893	40.758718846	-73.9931003491
704531	40.759163601	-73.9919543266
129309	40.76135647	-73.98647141
360979	40.76117831	-73.98665094
160793	40.7579149167	-73.9873854833
161780	40.76135015	-73.98658931
53706	40.7578433833	-73.9872365667
280891	40.7587057391	-73.9864058753
356756	40.7592910699	-73.9916997255
76544	40.7595780599	-73.9916217327
383276	40.7669990561	-73.9930717752
326100	40.7266717224	-73.9923530566
22811	40.7291125115	-73.9918577671
682770	40.7780635485	-73.9806461334
548832	40.76959609	-73.95653182
450366	40.76947426	-73.95661622
562127	40.7666388384	-73.9597391833
568709	40.7692333887	-73.9558441523
425657	40.7642751221	-73.9593040793
579497	40.76915854	-73.95522469
637578	40.7686061212	-73.9516997337
659909	40.7659811117	-73.953672812
348916	40.7128886904	-73.9675389842
55733	40.7130043527	-73.9666450024
55191	40.7634434585	-73.99550686
640183	40.7678967333	-73.9966035833
95319	40.7750005944	-73.9826095104
12191	40.7720431255	-73.9750671387
173911	40.7714923493	-73.9805154967
104439	40.77198135	-73.9792067167
384197	40.7723112531	-73.9789938927
248666	40.7725306294	-73.9819121361
122503	40.7729993291	-73.981853118
183846	40.7737656234	-73.9829421043
617896	40.7742774892	-73.9841330051
64343	40.773351253	-73.9840042591
179738	40.7734406272	-73.9840900898
44092	40.7726606299	-73.9840579033
445711	40.77044063	-73.98660665
506797	40.7705227342	-73.9870377868
157249	40.76922975	-73.9876591167
318399	40.76730734	-73.98758786
514015	40.76707798	-73.98776155
418242	40.7577740833	-73.9891236333
389065	40.7563168	-73.9873365
159256	40.756443519	-73.9872928207
159263	40.756443519	-73.9872928207
46730	40.7578064332	-73.9891648293
434885	40.75771123	-73.98820239
92085	40.7565078328	-73.9875384653
80884	40.7572356054	-73.9893727708
212298	40.7554608191	-73.9894779893
102561	40.7573251167	-73.988819
258577	40.7571170358	-73.9891954274
652477	40.7570253542	-73.9892681883
139375	40.7571271105	-73.9891744072
538144	40.75711	-73.9891761
43409	40.7570993947	-73.9890682697
507320	40.7562879085	-73.9882821553
48496	40.7569206021	-73.9891433716
598200	40.7567371615	-73.9880786054
48497	40.7564654917	-73.9888215065
179870	40.7565747	-73.9882533
635362	40.75680881	-73.98897403
534873	40.75683784	-73.98888224
451909	40.75681984	-73.98847842
48498	40.7564411107	-73.9876198769
293343	40.7291372345	-73.9886470917
302791	40.7290302219	-73.9887367363
530561	40.72923125	-73.9889466333
101818	40.7289641326	-73.9888054132
464449	40.7295505816	-73.9888648467
469438	40.7292995091	-73.9889609814
70848	40.72919085	-73.9887562333
628089	40.7289057714	-73.9875949857
12482	40.7140371482	-73.9898514748
492223	40.714216056	-73.9903450012
554344	40.7136089192	-73.9891897622
67627	40.71402315	-73.9903207333
574500	40.7141052333	-73.9891732833
442099	40.71495491	-73.98996567
320743	40.7666790029	-73.9904402304
446857	40.7717343711	-73.9885640144
133474	40.7694050537	-73.9884166895
111023	40.7692271815	-73.9884530736
575735	40.7689971333	-73.9884544167
127955	40.7697010991	-73.9881748051
612652	40.7659681343	-73.9910902841
645719	40.7655272021	-73.9911783248
104489	40.7646379134	-73.996057763
152769	40.7704942004	-73.987568552
108942	40.7691267984	-73.9886263934
634908	40.7730808167	-73.9894503833
37525	40.7661581565	-73.9915211892
474183	40.7686421825	-73.9889533934
371173	40.7674940768	-73.9897528901
572103	40.76923565	-73.98873815
459276	40.7674509	-73.9885533
183116	40.768335665	-73.9897627416
438209	40.7674754058	-73.9898556021
127346	40.7695009529	-73.9893503281
162002	40.7674780394	-73.9906873262
124580	40.76603485	-73.9947516167
595774	40.7687327899	-73.9898074987
497702	40.76637434	-73.99458903
49675	40.7704255667	-73.9904602667
124574	40.767013501	-73.9939713478
179227	40.7690110333	-73.9910039667
566624	40.77132314	-73.99071818
638791	40.7704993394	-73.991535902
475902	40.7709381641	-73.9916461175
124568	40.7683182833	-73.9930160333
50042	40.7678814667	-73.9956579167
119102	40.7687911833	-73.9927493667
50039	40.768183593	-73.9962244034
182719	40.7692541279	-73.9946338534
49758	40.7693498	-73.9957970333
41713	40.7546917502	-73.9881402254
128439	40.7668740833	-73.98662275
165777	40.7631676	-73.9792362
517285	40.7635749845	-73.9594330497
382963	40.76003479	-73.96356779
411182	40.7633161	-73.9596221
124511	40.75870065	-73.9633445833
298380	40.7621389407	-73.9615338692
534420	40.7631464	-73.9594544167
118707	40.7614740263	-73.9621715887
502305	40.7629350065	-73.9595674785
434194	40.7580736822	-73.9627620755
172161	40.76269352	-73.95982921
575097	40.76247608	-73.96003592
407298	40.7590785568	-73.9626537608
63041	40.7616731918	-73.9609070228
571713	40.7616369	-73.9606528833
238950	40.7620583898	-73.9598923123
390528	40.7623174	-73.9590936167
545286	40.760426942	-73.96139554
144548	40.7612216	-73.9605733167
411143	40.7605950167	-73.9610931167
102632	40.7607224425	-73.9609886281
560886	40.760579923	-73.9582421183
223674	40.75	-73.997
174608	40.75	-73.997
606305	40.75	-73.997
590289	40.75	-73.997
521371	40.7300709964	-74.0048642828
339262	40.7299982154	-74.0043191347
172532	40.7304730333	-74.00451725
33366	40.7227793289	-73.9979139443
226005	40.72218954	-73.99643075
631553	40.7227715926	-73.9980943053
76345	40.7230653	-73.9979214333
588944	40.7221283833	-73.99686905
236996	40.72237122	-73.99650418
360301	40.7221954478	-73.9967273208
46599	40.722558299	-73.9978355394
163887	40.7221607051	-73.9974153042
546229	40.72229599	-73.99702954
381947	40.7223355255	-73.9969271421
303045	40.72237312	-73.99704051
88004	40.7231018839	-73.9990675449
87994	40.7234860762	-73.9998722076
307462	40.72457015	-74.00125771
274206	40.72458374	-74.00128406
481355	40.7237542333	-74.0005976667
33871	40.7234107333	-74.0009946
303363	40.723472588	-74.0008550887
315487	40.72435095	-74.0013474
166237	40.7341590995	-74.0030177347
513319	40.7337138	-74.00304466
440651	40.7338915833	-74.0044516
200881	40.7334377134	-74.0032947063
144879	40.730565031	-74.0060327031
67980	40.7190166905	-74.0019759908
273251	40.7282832113	-74.0042281151
247998	40.7279877023	-74.0057232367
295650	40.72894614	-74.00601118
466259	40.72895896	-74.00604587
330722	40.73385602	-74.0038166
96977	40.728694961	-74.0050956192
530326	40.7314849667	-74.00419055
273990	40.7321212362	-74.0037106558
166245	40.7328257946	-74.0033049732
92725	40.7337629052	-74.002468586
129884	40.7336545361	-74.0030540655
405479	40.7337429559	-74.0046292755
211068	40.73382502	-74.00377792
350795	40.73381882	-74.00374472
624542	40.74089449	-74.0064435
67247	40.7407460153	-74.0045392513
291901	40.7640932423	-73.9589878254
433586	40.7639357409	-73.958838021
458923	40.7639118682	-73.9586643761
330819	40.7656199341	-73.9578120401
505890	40.7657119	-73.9577067333
614236	40.7651855469	-73.9579279491
506143	40.7642747333	-73.9580890167
637884	40.7622099718	-73.9572925489
594245	40.7658636936	-73.9572622759
576833	40.76441515	-73.9578504167
638676	40.7650112506	-73.9551908438
463788	40.7421995985	-74.0044771726
108907	40.7421403	-74.0034926333
378048	40.74207	-74.003975
636806	40.7424611957	-74.0038740635
518325	40.7425018392	-74.003970623
45946	40.7424368095	-74.0037989616
231271	40.7420385013	-74.0047001839
59679	40.7403070521	-74.0056979656
637714	40.7426989601	-74.0038070083
28111	40.7418382703	-74.0034257382
46995	40.736904989	-74.0022325516
527928	40.7595263259	-73.9587605885
474537	40.7283409521	-73.9902064457
31779	40.7292843206	-73.9936743134
493062	40.7294458547	-73.9894545078
435352	40.72969639	-73.99043095
299146	40.7297300667	-73.9930425667
68308	40.7291809	-73.9933717833
603300	40.7294214638	-73.9937782288
530492	40.72966715	-73.9930544667
220596	40.7275352062	-73.9905703068
355915	40.72961044	-73.99056935
530522	40.7298747268	-73.9910048246
425186	40.729372682	-73.9904630184
314496	40.7299255408	-73.9927375317
154030	40.7281514389	-73.990983991
186389	40.7297641076	-73.9890720212
225150	40.7284523829	-73.9926579662
153899	40.7281627781	-73.9913149977
602751	40.7296393167	-73.9921853
521373	40.7284896479	-73.992605551
326478	40.7282600015	-73.9912317092
49718	40.7285468273	-73.9925331742
541118	40.7286978627	-73.9923083782
399247	40.72968357	-73.99076759
864730	40.7300800153	-73.9916110039
39399	40.744294195	-73.9903986454
590361	40.74878785	-74.0052502333
430863	40.7491679735	-74.0067644967
194959	40.7604109501	-73.9696879413
113855	40.7588979179	-73.9678923256
393014	40.7605451667	-73.96886835
149490	40.76093912	-73.96869462
321755	40.7603916915	-73.9661775334
185492	40.7595871	-73.9678055
334515	40.75987213	-73.96831375
370807	40.7600642667	-73.9680170833
415799	40.760851595	-73.9684404339
427308	40.76001572	-73.96808856
124528	40.75995564	-73.9678682
599009	40.7595623558	-73.9692262437
576893	40.7589002582	-73.9679022536
221180	40.7609328053	-73.9694643892
279685	40.7592375167	-73.96871895
286922	40.7603325169	-73.965363295
480356	40.7614582068	-73.9683898747
299850	40.7602383043	-73.9659552814
463288	40.758705	-73.9929695
520880	40.7397937303	-73.9850429064
169924	40.7398300171	-73.9853363037
349641	40.7391852441	-73.9873409271
117067	40.7373967018	-73.9874146321
371485	40.7404943989	-73.9832346091
128313	40.7391994017	-73.983993186
188217	40.73887401	-73.98737198
192182	40.7381844167	-73.98373305
371666	40.7386080746	-73.9873301983
147124	40.7383277233	-73.9873254611
226700	40.73774904	-73.98436015
191667	40.73901921	-73.9856882
255148	40.7379291	-73.98609453
490419	40.73808413	-73.98618286
238340	40.73813849	-73.9861257
120817	40.7383269298	-73.9855956191
99253	40.7383280349	-73.9855944482
124578	40.7457482667	-73.9850020333
387801	40.7444240755	-73.9869633326
480889	40.744728987	-73.9876104281
480953	40.7449513664	-73.9878090536
101721	40.7454617579	-73.9849570561
270506	40.74768745	-73.98698085
90469	40.7476632971	-73.9863243594
391139	40.7475674931	-73.986424966
543982	40.74647414	-73.9862414
383029	40.7465293915	-73.9860248415
299102	40.7492849768	-73.9843425018
187665	40.75009107	-73.98614299
572794	40.7456861467	-73.980276911
155658	40.7456978167	-73.97986225
268515	40.7450379474	-73.9793479443
92128	40.7467452109	-73.9813176112
504997	40.7476314333	-73.9829194429
345943	40.7483100868	-73.9825300027
380769	40.7479421	-73.9824845333
168859	40.7475571888	-73.9822712033
331842	40.7474439094	-73.9813542366
62327	40.7475039965	-73.978694724
63544	40.7462525333	-73.9806246667
225071	40.7466867667	-73.9808058833
495479	40.7461989671	-73.9791122374
155650	40.74646365	-73.9804425167
298864	40.7462743333	-73.9801742
408142	40.7426495833	-73.9537567333
479563	40.74291801	-73.9518457
472498	40.7429880861	-73.9514369916
231890	40.74190819	-73.95214509
408688	40.74307799	-73.95399487
409451	40.7433954064	-73.9536357008
298562	40.7448349833	-73.9532385
464044	40.7450877349	-73.953366577
562447	40.7452927702	-73.953209098
399286	40.75435924	-73.95038408
570315	40.7193980751	-73.9888349175
479802	40.7230595333	-73.9895201333
434656	40.72330754	-73.98934137
505751	40.72305428	-73.98896348
437962	40.72305542	-73.98902106
342288	40.7226580833	-73.9877200167
321345	40.7244211382	-73.9876306057
469654	40.7234719187	-73.9881062886
549368	40.7236852862	-73.9879846573
535213	40.7236693833	-73.9888293167
435441	40.72303229	-73.98894429
469142	40.7225870929	-73.9886599523
767470	40.7219818186	-73.9881563187
387856	40.7318789117	-74.0014462422
276260	40.7319357132	-74.0009585023
68528	40.7315092525	-74.0005947203
487090	40.73189413	-74.00121223
513493	40.7318296167	-74.00111695
306263	40.73182928	-74.00098055
461435	40.7314438465	-74.0006768703
513497	40.7318296167	-74.00111695
286383	40.73179674	-74.001001
262885	40.7317030044	-74.0009774042
411633	40.73171019	-74.00121062
210659	40.7321044105	-73.99985075
520177	40.73166412	-74.00107187
316084	40.7313401882	-74.0021789074
520562	40.731423	-74.00100635
564864	40.7310962856	-74.001224041
543694	40.73148745	-74.00108671
271849	40.7330637409	-74.0001296997
232081	40.7315694167	-74.0031738833
404612	40.7315713962	-74.0047670177
158589	40.7297508526	-74.0034692338
485432	40.7312221667	-74.0031008333
87922	40.7313889686	-74.0031981468
513544	40.7309000533	-74.0044733059
310008	40.7316139664	-74.0040187248
359231	40.73112219	-74.00416827
